text	label
When my nearly 3 hour night class ends 2 and a half hours early &gt;&gt;	NOT
I wanna go swimming	NOT
@USER @USER @USER Monday for sure	NOT
@USER big if true	NOT
@USER #MAGA their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...	NOT
@USER well sorry	NOT
@USER @USER dawwww	NOT
@USER Smith has been great, but the obvious reason Lee doesn't get it is bc he has been out. That's why I say Hatch.	NOT
These high school kids are so full of themselves nowadays	NOT
@USER That's because there are very few conservatives in Congress. They only run as conservatives. They govern as liberals.	NOT
I planned to study today but my friends are bad influences and now I'm too tired\ud83d\ude14\ud83d\ude21	NOT
someone tweeted me then deleted it.. okay	NOT
@USER This Jerry Lewis ripoff needs to just go away already.  The guy is so good at acting like a fool because he is a fool.	OFF
When he is choking and kissing me at the same damn time......#lovethatshit #snowedin	OFF
@USER Hahahaha...another #MAGA!   Making Attorneys Get Attorneys.............Guess he doesn't believe his own innocence....#PostponeTheVote	NOT
@USER @USER @USER I'm confused	NOT
\ud83d\ude21\ud83d\udd2a	NOT
I think I'm dying	NOT
This fucking sucks	OFF
Like seriously... #why	NOT
One bad thing about sharing a room with someone, Chase goes to bed at 5 o'clock every night and I'm stuck with nothin to do\ud83d\ude36	NOT
Not sure how anyone can like #Conan show is absolutely terrible and he's annoying as hell.	OFF
I'm awake and I hate it	OFF
Toy loco pol conseguiite un trabajito \@FlosterAntoniiO: Mee voy de aki\	NOT
65 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!	OFF
@USER you better come visit me soon since I'm back home now!!	NOT
I still don't understand why all of these freshman are such whores holy \ud83d\udca9	OFF
@USER Not according to the ECHR who said it was inhuman &amp; degrading treatment which is pretty awful in itself. So you are directing your comments at the wrong person.	NOT
Shoes are definitely my weakness @USER @USER	NOT
Let's hold Ben's fucking placement exam score so he can apply for his classes in time. #IHateThisUniversity #BiggestShitShowEver	OFF
@USER He looks sane	NOT
I tried but if you cant see that then i dont what to say.	NOT
Oh shit!!!!!!	OFF
@USER @USER @USER @USER @USER Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators.	NOT
@USER @USER Cause she is not a democrat	NOT
I'm taking @USER to the haunted hoochi this weekend \ud83d\ude1c\ud83d\ude18\ud83d\ude0a	NOT
@USER aren't you supposed to be in the bed young lady?	OFF
@USER it doesn't work trust me	NOT
Felices 9 a\u00f1os de amistad, mamasita. Para la d\u00e9cada me vas a tener que llevar a un restaurante finoli! @USER	NOT
No Strings Attach Thats What I Need	NOT
@USER @USER typical fraud Casey move	OFF
@USER \ud83d\ude11 just drive with us	NOT
@USER @USER Love you Norm!	NOT
I guess today is just a blowoff day	NOT
Would love to be tanning right now. Yeah I'm aware it's 219am....it's been awhile ok	NOT
@USER ill second that. And trust me I never doubted yyour knowledge of the rap culture, I'm just speaking for the General Public	NOT
Temp: 75.9\u00b0F | Humidity: 99% | Wind: W @USER 0.0 mph | Barometer: 29.94 in | Dewpoint: 75.7\u00b0F	NOT
I really do have a blessed life. We all do actually, just some of us don't take it for granted as much.	NOT
@USER please draw stupid sexy nezha and nidus over the shoulder or something.	OFF
@USER @USER @USER I hope it comes out like a curly fry	NOT
But it don't matter	NOT
@USER @USER @USER k8 u said practice not picture	NOT
I hate @USER	OFF
Just realized my last 3 tweets all end with \right now\ and now it's bothering me	NOT
Hmmmmm ' yall mfer Aree LATEE !	NOT
@USER knows exactly what I like \ud83d\ude09\ud83d\udc4d	NOT
#ShowerFlow	NOT
@USER \u03bc\u03b5 \u03b5\u03bd\u03b4\u03b9\u03b1\u03c6\u03ad\u03c1\u03bf\u03bd \u03b8\u03b1 \u03b5\u03be\u03ad\u03c4\u03b1\u03c3\u03c9 \u039a\u03cd\u03c1\u03b9\u03bf (confidant)\u03a0\u03c1\u03bf\u03b8\u03c5\u03c0\u03bf\u03c5\u03c1\u03b3\u03bf\u03c5 \u03a4\u03c9\u03bd \u0395\u03bb\u03bb\u03ae\u03bd\u03c9\u03bd. \u0398\u03ad\u03bb\u03c9 \u03bd\u03b1 \u03bc\u03ac\u03b8\u03c9 \u03c0\u03bf\u03c5 \u03c0\u03ad\u03c1\u03b1\u03c3\u03b5 \u03c4\u03b1 20 \u03c4\u03b5\u03bb\u03b5\u03c5\u03c4\u03b1\u03af\u03b1 \u03a7\u03c1\u03bf\u03bd\u03b9\u03b1, \u03b5\u03c1\u03b3\u03bf\u03b4\u03cc\u03c4\u03b5\u03c2	NOT
Every day is a test!	NOT
@USER read my text\ud83d\ude02\ud83d\ude02	NOT
Took a 4 hour nap earlier &amp; I'm tired again, this is kicking my ass...I swear	OFF
@USER never faaaails\ud83d\ude02\ud83d\ude02\ud83d\ude02 I immediately know a boys done pissed her off &amp; shut off her phone. \ud83d\ude02\ud83d\udc4c #ventsession #bffs	NOT
Late night tweet. :-) what a great vacation with the in-laws.	NOT
@USER \ud83d\udc4b heyy dink!	NOT
I need a soulllja	NOT
@USER nice. Me and mom were going shopping I thought. #GuessNot	NOT
@USER @USER then he booked it out the window	NOT
Yooo Wht Im Finna Eat When I Get Home.....!?	NOT
@USER @USER lmao , whata coincidence!!!!	NOT
"@USER @USER The racist excuse every time telling it like it is"" ""against being PC"" URL"	OFF
What made you think that he couldn't find the door in the morning when he found that bed so easily in the dark.	NOT
You only live once\	NOT
Oomf lien	NOT
Are spirm banks a real thing?	NOT
I dnt have anything against Gay ppl at all~BUT y do it seems like its being PROMOTED~not by gays but by straight ppl! Hmmmm mayb they gay2	OFF
Miss Dixie McCall was my inspiration to be a nurse, a dream I established at the age of 5. As a child, I clearly watched too much TV Land.	NOT
I left my hair oil at tavon house shattt	NOT
@USER @USER I had the good fortune of having her jump on a stickerwoman post a while back. She is a woman 😢  She tried to tell me that stickerwoman was a hate crime against Muslims ...🤔	OFF
Ok so my vine got 2,000+ likes and revines bc of @USER \ud83d\ude33	NOT
I wish amber was older so I can beat the fuck outo	OFF
@USER he need to come out wit a next mixtape he bullshitting	OFF
@USER someone's a loser..	OFF
@USER He won't live long now	NOT
@USER right. \ud83d\udc81	NOT
Why did I get up at 730 this morning? #dead	NOT
I get my braces off in 9 more days\u263a\ud83d\ude01 #EXCITED	NOT
@USER smh haha of course you would say something like that \ud83d\ude33 and you better be kidding talking to me sorry like that on here	NOT
@USER I think Jack is busy right now pushing the feds for their share of the $100-million museum project. Waiting for Liberals to suggest only they can deliver federal dollars.	NOT
Season 1 episode 10 when Dexter remembers what happened to his mom \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d I can't right now......	NOT
It's been too long	NOT
Pappa burgers!\u2661	NOT
Nothin like a cigarette and a dr pepper \ud83d\udeac	NOT
I hope you're happy.	NOT
@USER @USER If the NDP were to get 26% then @USER would win because the gains by both the NDP and PCs are directly from the Liberals. However I doubt the NDP get over 20%. I had Ches at the start but he performed really bad in the debates but then again there is a lot of ?s about 1/	NOT
@USER @USER ..yay...WIN WIN WIN..have a safe trip!!	NOT
@USER The shadow just gives me the creeps	NOT
@USER been actin ovr funny	NOT
Sucks to have long hair during the summer. But #longhairdontcare	OFF
anybody gonna be at the mall today? \ud83d\ude0a	NOT
@USER lol tru	NOT
Gotta let the birds fly every once in a while #Hall	NOT
Finally got a hair cut	NOT
@USER best show ever\ud83d\ude0d	NOT
Ugh... Back to working in 10 minutes. #TheGrindNeverStops #Ever	NOT
@USER thankfully \ud83d\ude4c\ud83d\ude4f\ud83d\udc4f\ud83d\udc4f	NOT
im so basic. ugh	NOT
.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL	OFF
Headed to the tat shop in a few	NOT
"@USER @USER @USER And, of course, you exclude all but a select group of (primarily Northwestern) European and a few Asian countries from your any country"" list. Gun control has no positive correlation with lower homicide rates, even within cherry-picked Euro countries. URL"	NOT
No matter how much long underwear + hand/foot warmers mom sent me with I'm feeling unprepared for all the snow I'm seeing on the ground..\ud83d\ude23\u2744\ufe0f	NOT
@USER This is another attempt from the Democratic liberals to bash a judge this didn't come out any other time and since it's many years ago she should have to prove it and I still think they should have that vote also there a Democrat running for mayor and he paid his girlfriend	NOT
I can't sleep meh \ud83d\udc4e	NOT
Wow only 60000, that's nothing. If a famous person has that then you're nothing, get a Ferrari or something	NOT
A lot of shits unfair but fuck it	OFF
having a good hair day!\ud83d\udc81this must mean it's going to be a great day! #jobinterview	NOT
@USER idek who to trust.	NOT
@USER yea I would run right into a wall!!!haha\ud83c\udf7b\ud83c\udf79\ud83c\udf78\ud83c\udf7b\ud83c\udf78\ud83c\udf79\ud83c\udfc3\ud83c\udfc3\ud83c\udfc3	NOT
We the only thing that matters	NOT
I hate bus stops. HATE them. all the judgmental people staring at me when I drive by. IT'S NOT MY FAULT YOU DON'T HAVE A CAR OK.	OFF
Woke up at 730 today, I was supposed to leave for work at 730....gonna be a rough day	NOT
@USER @USER you love one piece? I couldn\u2019t tell by your icon.	NOT
@USER Lord have mercy on that child's sanity.	NOT
@USER I seriously just LOLed at that! All the deer are def gone from me now! #thanks	NOT
@USER you need to do THIS and apologize Jesse just remember last week when she was so upset @USER	NOT
@USER @USER @USER @USER we could work for Libby Points...	NOT
Hate waking up early in the morning.	NOT
@USER @USER Only if you want a murder charge. Stealing guns is already a felony. Shooting someone with their own gun is life in prison at best. There is just no way this ends well for whoever tries this. I honestly think this is a troll made by 4chan to get stupid antifa members shot/jailed.	OFF
My bestie is Caucasian.	NOT
@USER @USER cause Tuesday I work at noon so if we come back late I couldn't sleep in. And Thursday I work at night	NOT
I've been doing way too much driving... #gas #miles	NOT
@USER @USER @USER @USER @USER @USER @USER Whatever the rights and wrongs she HAS talked about it and written about it publicly so if she hadn’t sought or received help what are the people around her doing allowing her on such programmes as CBB &amp; LW? I think SHE has the final say and likes the large sums she is offered!	NOT
You can't unlove	NOT
04/02@16:00 - Temp 45.3F, WC 40.6F. Wind 8.9mph WNW, Gust 21.0mph. Bar 30.061in, Falling slowly. Rain 0.00in. Hum 30%. UV 2.8. SolarRad 615.	NOT
I'm sorry but I've never heard something so stupid in my life	OFF
The only things that'll be getting me through the school year is muskoka and flag	NOT
@USER I trust in you!	NOT
What. A. Day.	NOT
Bout to be back in the gym	NOT
@USER @USER @USER Everyone muted you ...  Thanks for working for free 😂😂😂  #MAGA	NOT
@USER For me?!?! \u263a	NOT
ms. brown I h8 u	OFF
Jones pushing McCarron was the most contact a Bama player has seen all game	NOT
@USER your twitter handle should be #lanceharbor. Second, why am I not holding you close in MIZZOU right now?	NOT
remember that you can't always pick your friends, but you can always pick your nose! #latenightthoughts	NOT
Just got the last pair of taxis :)	NOT
Man they just don't build churches like they used to. #glory	NOT
#SO to my chem professor for quoting Shakespeare in class #snaps	NOT
Chupa la pene @USER	OFF
@USER and you could come see me.... \ud83d\ude12	NOT
@USER @USER @USER I think you have nailed it. She doesn't want to be under oath.#MAGA	NOT
I miss my baby	NOT
@USER hate girls that do that OMG like why	OFF
@USER welcome to my life	NOT
can't wait to be reunited with my best friends all together tonight \u263a\ufe0f\ud83d\udc96 @USER @USER	NOT
Haha	NOT
Why did i think tanning sounded like a good idea. Its hot as hell and its been 20 min.	OFF
Apparently talking to you again was a mistake.	NOT
Clean sweep of Pittsburg round one sounds pretty good #GoCards	NOT
What a perfect game by the @USER tonight	NOT
@USER lol me fighting? Never :p	NOT
@USER you wasn't gone K' shit !!	OFF
Life is about kicking ass, not kissing it.	OFF
I would forget to put the lid on the blender	NOT
@USER me too!!	NOT
@USER atta boy	NOT
@USER fr	NOT
Do me a favor and do something with all that pride you got stuck up your ass.	OFF
#PSMemories Crash. Always loved the story and the fact its so over the top, but its done in a cool way. Lets hope we see another game soon.	NOT
@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons	OFF
@USER S/o to my Nf	NOT
It feels like fall right now I love it	NOT
@USER @USER I don't even know who Jodi is.	NOT
I run into walls and doors a lot	NOT
Tyga's 187 mixtape already kills it, and I'm only on the second song.	NOT
Me an Natalie lay in bed in silence and probs refreshing twitter singing thrift shop in our heads	NOT
@USER love you 2\ud83d\ude0a	NOT
@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!	OFF
@USER just lately ;x lol I don't even know why D:	NOT
Yes. I really am. #bejealous	NOT
Wow...	NOT
is that Noah	NOT
Mathematically, the illuminati exists	NOT
I guess I didn't know I could change someone like that	NOT
\u3053\u3046\u304d\u304c\u4eca\u65e5\u306f\u3044\u3044\uff01	NOT
Went to visit my niece for an hour at 5:30 ended falling asleep till 10 at my parents. I'm going to be up all night now....	NOT
1 down, 4 to go.	NOT
@USER you fuckin wish	OFF
I'm not even half way through this day...	NOT
Theo again! #Arsenal right back in it	NOT
Quiero que seas mi ahora, mis ma\u00f1anas y mi por siempre.	NOT
either my sister has exploding glitter diarrhea or shes just sprinkling glitter randomly on &amp; around the toilet...	OFF
A girl who was super mean to me in HS asked me to do her wedding makeup tonight. I just wanted 2 say, \only if ur not still a total bitch\ \ud83d\ude12	OFF
Gotta eat some breakfast and then I'm off to school real quick &gt;.&lt;	NOT
Pandoras fucking up, I'm annoyed and just want to listen to good music.	OFF
"@USER Wasnt it just recently that john brown gun club got kicked out of a shooting range for being antifa""?"""	NOT
@USER yes I want to see u especially the one that always talking smack too me lol	OFF
Some people just don't understand not to fckn bother me anymore, what makes you think ima write yo ass back! It's stupid!	OFF
Well damn. Devan is gay. Guess I should adjust accordingly. \ud83d\ude2d #loveme	OFF
@USER ik I'm counting the days	NOT
@USER too bad I'll never know.	NOT
@USER Freedom of speech is only if you agree with the Left	NOT
@USER !maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness  she is a child and this officer could have handled this better. Sorry he needs to be fired	OFF
\@TheFunnySayings: Interrupt my sleep and I'll interrupt your breathing.\ @USER	OFF
@USER maybe it's just you, not what team you're wearing	NOT
@USER @USER I don't live in the US so maybe that is one reason why i don't know who she is 💀	NOT
@USER Lmfaoo! 😭 bitch	OFF
Don't know if I can continue to be down for these ppl if they not down for me	NOT
Woke up feeling like shit about this test yesterday. Smh	OFF
@USER The one thing mr Morrison has achieved is to demonstrate how unsuitable he is to the role.	NOT
i want you so bad you angry thing	OFF
More bad news for Democrats 👇 #MAGA 🇺🇸 URL	NOT
@USER He just declassified FISA court info on Carter Page. He is a danger to 🇺🇸security. Loose lips sink ships is his motto	NOT
@USER @USER @USER What has awaken so many women in this country is the asinine over the top stupidity of liberals today!!	OFF
Ohh man\n\nOhhoh\n\nThe rooms spinnin\nThe rooms spinnin\nPat? Zule?\n\nOh fuck\n\nOhhhhhh my god\nWhy did I drink so much and smoke so much . . \n\nOhh	OFF
Lights came back on. Darn :(	NOT
@USER @USER oh I don't text cause no friends \ud83d\ude02 so save money \ud83d\ude4c	NOT
Man I wish twitter was poppin right now	NOT
I'm still in love with you and I'm willing to wait even if its an impossible	NOT
Back to back episodes	NOT
@USER I can't. I work. \ud83d\udc94\ud83d\ude14	NOT
Love it when the baseball games are intense.\n\ud83d\udc4c\u2764\u26be\ud83d\ude01	NOT
\u201c@imdanielpadilla: Sabay natin..\u201d na.. :))	NOT
The conversation me and chris had last night at McDonald's was so glorious	NOT
So grateful to have @USER \u2764	NOT
I'm beyond depressed that this is the last of football for months :'(	NOT
Why is it cold out! I didn't sign up for this..	NOT
Fuck is my beard at son lol	OFF
@USER @USER @USER You can compare any two countries you like and you’ll always find the one with stricter gun control has a lower murder rate with no pattern in democratic freedoms.	NOT
I like effing with people it is so fun.	OFF
@USER you are not the true Columbia Bugle. Gfy	OFF
@USER I read this thing about her that it's photoshopped or she stuffs her pants or some shit	OFF
Dime con quien te juntas, y te dir\u00e9 qui\u00e9n eres. Adi\u00f3s chusma!	OFF
Thought my eyes where little balls of lava this morning, turns out I slept in contacts. Least I know why my dream was so clear.	NOT
\@UnusuaIFactPage: Sarcasm is a brain stimulant. Both using and or hearing it can be beneficial to mental and physical health.\	NOT
Oh the things you find out on the World Wide Web. #gofigure #hilarious \ud83d\ude02\ud83d\ude02	NOT
Cole's new sneakers \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	NOT
It is way to early to be up. Fml	NOT
Manhattan Liberals Bus North to Campaign for Dem Congressional Candidate via @USER URL #college #MAGA #DonaldTrump	NOT
Drunk &amp; seeing da stars. \u2b50\ufe0f	NOT
@USER @USER only because I ball so hard mother fucka's wanna sue me	OFF
@USER @USER Lmaoo	NOT
@USER The whole of the media in this country sets out to discredit Tommy and you decide to write a criticism about him as well. Pathetic. We know he has his faults no-one is perfect but save your attacks for the likes of Corbyn and Antifa. If you don't like Tommy stay away from him!	OFF
Waking up to Full House on TV. Best show ever!!!	NOT
"@USER i think she and her team imagined it all and now she is a victim in hiding from her abuser"". Kavanaugh and his family, friends ever imagined it, never."""	NOT
I'm well experienced in dating douchebags so I could go on for hours	OFF
@USER homme de la maison... seuw nan universit\u00e9 deja?	NOT
@USER I must say I loved the #EJami scene on the couch today! Cuddling, celebrating &amp; doing the evil laugh!!! Lol #days	NOT
Colby's a d bag	NOT
Seriously who just sits in a flower field? Come on movies.	NOT
@USER let's do it!! I have so many cute Pinterest stuff we can do \u263a	NOT
Work soon, then a nice ride on the bike with my hubby after (:	NOT
@USER Me estoy fucking alterando	OFF
Francis Chan speaking at @USER Looks like I'll be at church twice this weekend. Can't miss him or @USER at @USER	NOT
@USER you just blew my mind	NOT
@USER @USER @USER @USER @USER Agreed and what I’m saying too.	NOT
@USER  @USER  @USER   WE THE PEOPLE DEMAND AN INVESTIGATION OF        keith ellison!! #MAGA URL	NOT
Yup, can't walk. Legs = wrecked	NOT
I just make myself laugh way more than a normal person	NOT
@USER liberals got to crap all over everything.	OFF
just karli \n\@thisislogann: Kenzie and Karli are the GOAT\	OFF
@USER lo que daria por volver a ser estudiante de la Patria otra vez :')	NOT
@USER room	NOT
The last time I was on a dattco coach bus I met my ex boyfriend #goodtimes	NOT
oomf shouldn't be saying that \ud83d\ude02	OFF
Just rendering my final film to be screened in 11 minutes! Why do I do this? Reminds me of handing in coursework to @USER 10 yrs ago!	NOT
@USER not to much bud, stalking your tweets \ud83d\udc40 hiiiiii	NOT
\Dedicated not obsessed\ nigga we are obsessed.	OFF
@USER it's funny, cause you're thinking something that isn't actually true at all..	NOT
\u201c@FactsInYourFace: People getting only 6 to 7 hours of sleep every night have a longer life expectancy than those who sleep 8 hours.\u201d Win!	NOT
#fake10factsaboutme I love Sockdick, Sockhead, and everyone else with the name sock before a word because they are beautiful people.	OFF
Let me Mack real quick \ud83d\ude02	NOT
@USER yes	NOT
I wish I could be a LITTTTLE less annoyed right now..#wtffff	NOT
@USER @USER me next time	NOT
It's beer:30 at @USER This boy needs a nitro stout!	NOT
@USER thrash metal trash day?	NOT
Boom	NOT
@USER @USER @USER She is still on there for now.	NOT
@USER seriously\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d I thought they said any waaaay you want	NOT
Penny is telling me about guys I shouldn't talk to and he goes \this is luke bryan shit\ and pushes a salt pepper shaker away... #oh	OFF
@USER @USER Yep he is...Somebody is going down..@USER may finally be exposed.	NOT
.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL	OFF
I wanna play some ball	NOT
Feed your dreams and starve your fears	OFF
So like where am I going to live when I get back to Michigan?	NOT
@USER same dates 24th-30th	NOT
My boyfriend is meeting the Layton's tomorrow.... \ud83d\ude2c\ud83d\ude33\ud83d\ude48	NOT
@USER \ud83d\udc4d	NOT
I'm reading the asks @USER gets and I'm laughing at the fact people think @USER is fake. She isn't. They're happy, fuck off.	OFF
@USER Drinks for dad and Ditka. \ud83d\ude0a	NOT
@USER love you al	NOT
@USER Hey Serena...don’t do me any favors.  Women can take care of themselves.  Just hit your tennis balls and take care of your family.	OFF
@USER get ready to see @USER @USER @USER and ME tomorrow!!\ud83d\udc99\ud83d\ude0d	NOT
@USER so all of your friends tweeted the same thing at the same time?? #cray \ud83d\ude1b	NOT
@USER love you too !	NOT
@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL	NOT
Everybody is going home this weekend. Wish I was.	NOT
Xbox one #broooiiich	NOT
I hate to think that all you have of me is a memory	NOT
Very bored and slighty depressed	NOT
Fantasia did a great show but I'm bout to act a plum fan fool for @USER This setup is taking forever!!!	NOT
Help #stilldrunk	NOT
Going to dye my hair pretty soon :)	OFF
\u201c@UberFacts: Sperm cells actually have a sense of smell.\u201d like who figures this shit out and why \ud83d\ude37	OFF
Living vicariously through everyone's pictures and vines of Bowlegs	NOT
@USER @USER @USER She is now in zim from Midrand  let's wait and see	NOT
@USER @USER I will always be cruising to Bray Wyatt for you no matter what he is a good man like you and your brother	NOT
@USER looks good! Ill be over in a bit lol	NOT
@USER Cmon Eddie. There is no reason at all for you to be so rude. If I recall you are always begging for her back when you guys stop talking. Stop trying to make it seem like she’s a horrible person and you’re this amazing guy...lmfao	OFF
i actually hate you. please leave	OFF
@USER we be makin Sam jealous and hott	OFF
@USER we play Wayne bro! At Wayne thoooo but go	NOT
Movie binge begins now. Excited to see Bruce Dern in #Nebraska.	NOT
Holy shit that was thunder right now I thought my neighbor was bringing in there trash bins	OFF
Sleeping all day\ud83d\ude34	NOT
I'm bored as shit	OFF
@USER She is perfect in every way!!!	NOT
@USER Flat out clown....bottom  Line is that you're out and America is back!!  you were a sellout to the country ...look in the mirror who's the 8 year old..	OFF
I had a new years kiss once. I was about 14 &amp; it was with an ugly boy I met at our hotel right after he kissed my sister :^)	OFF
I miss baseball.	NOT
@USER ha yeah it's creepy af at night	NOT
@USER whatever \ud83d\ude12	NOT
@USER Bruins will be fine. Just gotta stay out of the box.	NOT
That awkward moment when our boss asks you \how is everything going?\, and you want to answer.. Well my life is 50 shaded of fucked up.	OFF
if you can forgive and forget why be in it !	NOT
@USER @USER He is delusional.	OFF
@USER I do	NOT
If you want to be great, you need to visit great places and meet great people.	NOT
Why are you all talking about school what the fuck is wrong with you	OFF
@USER @USER Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol	OFF
@USER well you know we have very different types. There aren't a lot of yachts around here... \u2693	NOT
@USER spread those butt cheeks on my face!	OFF
@USER so does that mean I'm strong	NOT
@USER Hey why don’t you look at what Keith Elison of Minnesota get off your bully pulpit and do a investigation into his past abuse or do you just CHEERY PICK ……!!!	NOT
@USER whaaaat!	NOT
Fuck yall mad at me for? Ion give a fuck watchu been thru.	OFF
@USER I've seen these big chairs but the look on your face and the pose makes me laugh. Somehow I believe that was all purposely orcastrated by you Boots! You are so silly	OFF
@USER try hard. \ud83d\ude80	NOT
\u00bfIdiota? Idiota es el que deja lo que ama por lo que le gusta.	OFF
Moes withhhhhh matttt	NOT
Plus I just got called \some bitch.\ This bitch's ass is staying planted in her bed for the rest of the night.	OFF
I seriously saw everyone last night!!	NOT
I love the song \Wicked Games\ \ud83d\udc6f	NOT
@USER haha!! \ud83d\ude12 so sad.. Ima commit suicide lol..	OFF
I'm not sure if I'm more mad or more upset.	NOT
Finally summer is here. Let's fuckin rage	OFF
@USER both of us	NOT
Water spiders are seriously the WORST cause they're 100x bigger than normal spiders and you can't drown them \ud83d\ude2d\ud83d\ude48	OFF
@USER baby I'm so sorry about your loss. I love you and your momma so much. If you need me, I'm always here.	NOT
Im feeling a little under the weather today #NotAtMyBest	NOT
Today Zane compared the government to God	NOT
@USER oh. Uhhhh we could go Thursday and Friday!!!	NOT
"@USER @USER Whenever I see Get out there and vote"" it makes me think liberals are trying to rally their voters because @USER historically have much lower turnout numbers than @USER ers. Then I see it is about Asians and think to myself ""Hell they just might vote Republican!"" :-p"""	OFF
dododoo adadadaa	NOT
@USER I already do	NOT
@USER @USER we will stand in a corner and cry	NOT
Mine dun fucked up on me, I hate dis Shyt!	OFF
@USER As Catholics RUN from Parrishes	NOT
@USER @USER Apparently conservatives are now automatically guilty of any crime or assault that shows up from no where at the last possible minute. We are no longer presumed innocent until proven otherwise.	NOT
@USER @USER Horrendously sad that we all know who “he” is.   It gives me no joy to know I’m smarter than the president.	NOT
@USER @USER is inciting VIOLENCE towards Twitter Accounts that support POTUS. He has made lists for Antifa and ?  Please respond.	NOT
My typical Monday night includes calculus homework and watching @USER	NOT
When my family lies to me &lt;&lt;&lt; #thanksguys	NOT
@USER I understand that	NOT
@USER joan is playing 4 characters this season all the way up to episode 6 so far.. pretty sure she is a main	NOT
@USER wya	NOT
@USER still	NOT
@USER No better or worse than your darling brat Antifa bashing people’s head in. Love to see the mug shots. They look like meth heads.	OFF
Now if Timberlane could play just like Canada did \ud83d\ude4f\ud83d\ude4f	NOT
@USER @USER Yeah he is	NOT
Gravity dabs	NOT
Thanksgiving? Time to throw on the Dez Bryant Thanksgiving jersey! Happy Thanksgiving, everybody. I'm thankful just to be breathing.	NOT
Drake is just so perfect	NOT
Pretty shitty pp only had that one chance	OFF
I already hate today.	NOT
I kind of want to light up before work today	NOT
I have to stop dwelling on my past.	NOT
go somewhere	NOT
Move-in day and Throwback Thursday on Thursday. How will I even cope	NOT
block schedule will be the death of me.	OFF
Lexi just go to peep damn lol	OFF
Good morning twitter fam	NOT
I think Jessica is pretty	NOT
Also, I feel like I bring crafty to a whole new level. I didn't have an ion for an iron on, so I used my curling wand. #smh	NOT
@USER what in football ?	NOT
The days drag on, but the years fly by.	NOT
@USER Why so sad.. Cheer up! \ud83d\ude12\ud83d\ude23 Or else I'll have to \ud83d\udd2a someone \ud83d\ude02	NOT
#myhumps	NOT
@USER in hockey?	NOT
Who wants to go to Indianapolis Saturday for game 6 of the Heat/Pacer series?	NOT
He so fuckin fine fuck	OFF
The modern time O.J. Simpson is... Oh, you guessed it.. @USER	NOT
Marina \u00e9 uma deusa	NOT
@USER David stop it with your logical connections.... True journalists like you are not in vogue..	NOT
@USER wtf	NOT
If you don't know my past then you have no right to judge my past.	NOT
@USER @USER @USER @USER He looks like a Antifa dude. Dude.	NOT
@USER @USER @USER @USER @USER The Liberals same old playbook. It is so old... yawn	NOT
@USER yes	NOT
@USER After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!!	OFF
@USER We need to name and shame these people. Ive a fb group which i expose antifa. Hnh etc.   URL	OFF
@USER we're soulmates	NOT
I'll make em feel like ah kid....Headboard Banging! #FAN	OFF
See when your in bed before 10 that's when you need people to text.	NOT
\ud83d\ude01\ud83d\ude01\ud83d\ude01	NOT
@USER well that's the exception ..only if she's causing a problem, but if she's moved on there's no reason	NOT
A random surge of appreciation from friends this past week. Makes me feel like I'm doing something right. Thanks everyone.	NOT
Welcome back @USER ! Hahaha	NOT
@USER @USER haha I would be to \ud83d\ude09	NOT
Getting bullied by a 3 year old, whateva	OFF
@USER ...our struggle is real	NOT
@USER luckily I have no problems hanging in what my wife calls our \Hobbit Hole,\ cooking, drinking, writing &amp; reading. Ahhh...	NOT
@USER smh no voz	NOT
@USER @USER If we don’t “get rid” of moonbeam he will sink our state into the pacific!! #2020MAGA	NOT
my boy is visiting in one week legggoo @USER	NOT
@USER @USER No.  No it’s not.  Well maybe in deep blue lib controlled CA with some of the strictest gun control laws in the nation which doesn’t apply the law to illegals.	NOT
I am open minded	NOT
don't NOBODY Wanna watch this boring ass movie dawg !	OFF
